AutoLeadID,leadcreationmonth,leadcreationday,actionableminute,attemptedcontactminute,adjustedattemptedcontactminute,actualcontactminute,firstappointmentday,firstappointmentconfirmationday,appointments,leadage,hasSalesRepEmail,hasSalesRepCall,hasCustomerReplyEmail,hasAutoResponderEmail,firstsalesrepemailday,firstsalesrepcallday,visits,firstvisitday,lastvisitday,pricechanges,firstpricechangeday,lastpricechangeday,Sold
187738540,4,22,738,197,-541,793669,0,551,0,551,1,1,0,1,197,22750,0,551,551,0,0,366,Active
187738960,4,22,0,897,897,898,-72,551,6,75,1,1,0,1,111803,897,1,73,73,0,0,85,Sold
187740066,4,22,0,26,26,30,10,10,1,10,1,1,0,1,26,29,1,10,10,0,0,57,Sold
187740356,4,22,675,9,-666,793636,0,551,0,551,1,1,0,1,9,664,0,551,551,0,0,271,Active
187740468,4,22,0,8,8,744,3,3,1,3,1,1,0,1,8,744,1,3,3,0,0,369,Sold
187741797,4,22,645,6,-639,3705,85,84,1,551,1,1,0,1,6,3705,0,551,551,0,0,230,Active
187742076,4,22,0,29,29,29,0,551,0,2,1,1,0,1,5809,29,1,2,2,0,0,13,Sold
187743336,4,22,610,641,31,4320,0,551,0,7,1,1,1,1,641,719,0,551,551,0,0,376,Sold
187743493,4,22,636,640,4,656,6,551,1,7,1,1,0,1,640,655,2,5,6,0,0,6,Sold
187744435,4,22,583,793544,792961,793544,0,551,0,551,0,0,0,0,793544,793544,0,551,551,0,0,0,Active
187745630,4,22,518,1,-517,29383,30,551,1,551,1,1,1,1,1,611,1,29,29,0,0,300,Active
187746377,4,22,583,698,115,2560,31,551,2,31,1,1,0,1,698,698,2,31,31,0,0,31,Sold
187747132,4,22,672,678,6,1156,-94,551,1,32,1,1,0,1,678,1156,1,32,32,0,0,398,Sold
187747792,4,22,428,448,20,12174,0,551,0,551,1,1,0,1,448,448,0,551,551,2,0,192,Active
187747894,4,22,632,601,-31,2552,0,551,0,1,1,1,0,1,601,658,1,1,1,0,0,0,Sold
187748202,4,22,467,515,48,55694,42,551,1,551,1,1,0,1,516,515,0,551,551,0,0,338,Active
187749585,4,22,384,332,-52,793285,0,551,0,551,1,1,0,1,332,386,0,551,551,0,0,428,Active
187750410,4,22,267,265,-2,2183,12,551,1,15,1,1,1,1,265,469,2,12,14,0,0,16,Sold
187751231,4,22,138,793099,792961,793099,0,551,0,551,0,0,0,0,793099,793099,0,551,551,0,0,0,Active
187751511,4,22,113,92,-21,697662,-22,551,2,551,1,1,0,1,8971,92,0,551,551,0,0,484,Active
187751715,4,22,160,4,-156,218,0,0,2,0,1,1,0,0,4,218,1,0,0,0,0,345,Sold
187751949,4,22,56,82,26,20269,0,551,0,13,1,0,1,1,82,793047,1,13,13,0,0,382,Sold
187752167,4,22,223,248,25,501,0,551,0,551,1,1,1,1,248,543,0,551,551,0,0,300,Active
187752562,4,22,0,182,182,8652,0,551,0,-1278,0,1,0,1,793015,182,0,551,551,0,0,456,Sold
187752861,4,22,42,40,-2,32041,0,551,0,551,1,1,1,1,40,224,0,551,551,0,0,549,Active
187764000,4,22,0,792948,792948,792948,0,551,0,551,0,0,0,0,792948,792948,0,551,551,0,0,0,Active
187775041,4,22,0,0,0,0,3,551,4,551,1,1,0,1,0,0,2,344,500,0,0,512,Active
187785739,4,22,0,71,71,112568,0,551,0,551,1,1,0,1,79,71,0,551,551,0,0,260,Active
187793749,4,22,0,22,22,32010,0,551,0,2,1,1,1,1,22,76,1,2,2,0,0,339,Sold
187818000,4,22,13,37,24,47,0,551,1,0,1,1,1,1,37,22281,0,551,551,0,0,366,Sold
187819431,4,22,0,1,1,29,0,551,1,2,1,1,0,0,1,1,1,0,0,0,0,1,Sold
187826689,4,22,0,7,7,27628,0,551,2,16,1,1,1,1,81,7,2,9,16,0,0,547,Sold
187831119,4,22,0,27699,27699,0,0,551,0,19,0,1,0,1,792892,27709,1,19,19,0,19,295,Sold
187832044,4,22,0,10,10,792883,0,551,0,551,1,0,0,1,10,792883,0,551,551,0,0,220,Active
187832142,4,22,0,5,5,2115,1,1,1,2,1,1,1,1,5,17,1,2,2,0,0,61,Sold
187832156,4,22,0,2,2,268,0,551,0,2,1,1,1,1,2,10123,2,1,2,0,0,462,Sold
187834234,4,22,0,792862,792862,792862,0,551,0,551,0,0,0,0,792862,792862,0,551,551,0,0,0,Active
187836836,4,22,0,1,1,206016,3,2,1,3,1,1,1,1,134,1,0,551,551,0,0,189,Sold
187836952,4,22,0,41,41,70,0,551,1,1,1,1,1,1,41,45,0,551,551,0,0,548,Sold
187839301,4,22,0,1658,1658,0,2,551,1,2,1,1,0,0,2826,1658,0,551,551,0,1,2,Sold
187841192,4,22,0,1,1,17214,0,551,0,9,1,1,1,1,156,1,1,9,9,0,0,377,Sold
187843072,4,22,0,1,1,0,0,551,0,0,0,1,0,0,792823,1,0,551,551,0,0,1,Sold
187846836,4,22,0,-1,-1,0,0,551,1,1,0,1,0,0,792814,-1,0,551,551,0,0,0,Sold
187850204,4,22,0,189,189,23009,0,551,0,33,1,1,0,1,189,3159,1,33,33,2,0,399,Sold
187853735,4,22,0,30,30,31,1,551,2,3,1,1,0,0,33,30,1,1,1,0,0,1,Sold
187863934,4,22,0,15,15,792733,0,551,0,551,1,1,1,1,1382,15,0,551,551,0,0,549,Active
187864341,4,22,0,2,2,10231,0,551,0,8,1,1,0,0,2,4,0,551,551,0,0,8,Sold
187864538,4,22,0,8,8,1517,12,551,1,551,1,1,0,1,20,8,0,551,551,0,0,353,Active
187866448,4,22,0,10,10,10,0,0,2,551,1,1,0,1,25,10,1,0,0,0,0,357,Active
187866824,4,22,0,25,25,25,0,551,0,551,1,1,0,0,1452,25,0,551,551,0,0,331,Active
187866837,4,22,0,50,50,163,1,551,1,49,1,1,0,1,50,173,2,48,49,0,0,55,Sold
187867160,4,22,0,13,13,792703,0,551,0,551,1,1,0,1,1335,13,0,551,551,0,0,279,Active
187867750,4,22,0,33,33,1418,1,551,1,551,1,1,1,1,37,33,0,551,551,0,0,513,Active
187869029,4,22,0,34,34,27360,0,551,0,21,1,1,1,1,34,35,2,5,21,0,0,82,Sold
187869663,4,22,0,3,3,32788,0,551,0,551,1,1,1,1,3,6,0,551,551,0,0,294,Active
187869810,4,22,0,9,9,792677,0,551,0,551,1,1,0,0,13,9,0,551,551,0,0,289,Active
187871398,4,22,0,1,1,72,14,551,2,38,1,1,0,1,1,3,1,38,38,0,0,404,Sold
187875505,4,22,0,30,30,38669,0,551,0,5,1,1,1,1,30,4477,2,1,5,1,0,37,Sold
187877810,4,22,0,11,11,12,6,3,1,551,1,1,0,1,12899,11,0,551,551,0,0,546,Active
187879909,4,22,0,285,285,-1161,0,551,0,1,0,0,0,0,792580,792580,1,1,1,0,0,0,Sold
187881310,4,22,0,17,17,792566,0,551,0,551,1,1,0,1,17,21647,0,551,551,4,0,366,Active
187881425,4,22,0,792565,792565,792565,0,551,0,551,0,0,0,0,792565,792565,0,551,551,0,0,0,Active
187881651,4,22,0,100,100,0,0,551,0,551,1,1,0,0,111,100,0,551,551,0,0,539,Active
187882351,4,22,0,792556,792556,792556,0,551,0,551,0,0,0,0,792556,792556,0,551,551,0,0,0,Active
187886443,4,22,0,792546,792546,792546,0,551,0,551,0,0,0,0,792546,792546,0,551,551,0,0,0,Active
187889961,4,22,0,2,2,792544,0,551,0,551,1,1,0,1,12,2,0,551,551,0,0,506,Active
187892310,4,22,0,10,10,11261,8,8,1,10,1,1,1,1,11,10,2,3,8,0,0,10,Sold
187892340,4,22,0,1,1,792542,0,551,0,551,1,1,0,0,1,1,1,0,0,1,0,537,Active
187892841,4,22,0,3200,3200,3212,0,551,0,551,1,1,1,0,3200,15809,0,551,551,0,3,161,Active
187893012,4,22,0,8,8,9,3,551,1,551,0,1,0,0,792536,8,0,551,551,0,0,514,Active
187893194,4,22,0,79,79,94,3,3,1,3,1,1,0,1,79,94,1,3,3,0,0,494,Sold
187894293,4,22,0,10,10,567244,0,551,0,1,1,1,1,1,10,10,0,551,551,0,0,394,Sold
187896809,4,22,0,103,103,792497,0,551,0,551,1,1,1,1,1780,103,0,551,551,0,0,275,Active
187896934,4,22,0,0,0,0,0,551,0,2,1,1,0,1,1607,0,0,551,551,0,0,369,Sold
187896948,4,22,0,2,2,3,0,551,0,551,1,1,0,0,7,2,0,551,551,0,0,229,Active
187897258,4,22,0,17,17,17,0,551,0,2,1,1,0,1,23,17,1,2,2,0,0,406,Sold
187897862,4,22,0,10,10,60195,0,551,1,19,1,1,1,1,10,19,3,0,19,0,0,453,Sold
187899121,4,22,0,20,20,43,3,3,1,3,1,1,0,1,20,43,1,3,3,0,0,370,Sold
187900004,4,22,0,19,19,20,0,551,1,1,0,1,0,1,792466,19,1,0,0,0,0,367,Sold
187901698,4,22,0,43,43,30612,9,551,1,27,1,1,1,1,45,43,1,27,27,0,0,22,Sold
187901825,4,22,0,792449,792449,792449,0,551,0,551,0,0,0,0,792449,792449,0,551,551,0,0,0,Active
187902393,4,22,0,5,5,9806,8,551,1,551,1,1,1,1,8,5,0,551,551,1,0,222,Active
187902682,4,22,0,35,35,1579,0,551,0,5,1,1,0,1,36,35,0,551,551,0,0,462,Sold
187904904,4,22,0,12,12,1365,0,551,0,3,1,1,1,1,1273,12,0,551,551,0,0,36,Sold
187906261,4,22,0,2,2,792402,0,551,0,551,0,1,0,1,792402,2,0,551,551,0,0,549,Active
187907149,4,22,0,15,15,97818,0,551,0,551,1,1,1,1,15,18,0,551,551,0,0,195,Active
187907254,4,22,0,0,0,0,0,551,0,1,0,1,0,0,792393,0,0,551,551,0,0,0,Sold
187907671,4,22,0,792388,792388,0,0,551,0,0,0,0,0,0,792388,792388,0,551,551,0,0,0,Sold
187907988,4,22,864,1,-863,792385,0,551,0,551,1,1,0,1,1,881,0,551,551,0,0,420,Active
187908955,4,22,0,40,40,139,0,551,0,3,1,1,1,1,45,40,1,3,3,0,0,373,Sold
187910994,4,22,772,778,6,129126,0,551,0,3,1,1,1,0,778,18240,1,3,3,0,1,90,Sold
187911645,4,22,0,19,19,38255,5,551,1,4,1,1,1,1,19,21,1,4,4,0,0,50,Sold
187912623,4,22,0,3,3,416423,1,1,1,1,1,1,1,1,5,3,1,1,1,0,0,290,Sold
187915733,4,23,0,13,13,23034,0,550,0,16,1,1,0,1,16,13,1,16,16,0,0,474,Sold
187915794,4,23,0,853,853,901,187,550,2,0,1,1,0,0,853,1064,1,0,0,0,0,0,Sold
187915847,4,23,772,772,0,1220,0,550,2,0,1,1,1,1,772,820,0,550,550,0,0,367,Sold
187917544,4,23,0,962,962,113562,0,550,0,6,1,1,1,1,962,962,0,550,550,0,0,200,Sold
187918518,4,23,0,9,9,10,2,550,1,2,0,1,0,0,792252,9,1,2,2,0,0,22,Sold
187919592,4,23,0,1,1,781,1,550,1,1,1,1,0,1,1,781,1,1,1,0,0,367,Sold
187920105,4,23,0,8,8,13,0,550,0,550,0,1,0,0,792225,8,0,550,550,0,0,541,Active
187920422,4,23,698,683,-15,729,0,0,1,550,1,1,0,1,683,702,1,1,1,0,0,541,Active
187920966,4,23,688,724,36,805,1,550,1,550,1,1,0,1,809,724,0,550,550,0,0,511,Active
187922054,4,23,667,792188,791521,792188,0,550,0,550,0,0,0,0,792188,792188,0,550,550,0,0,0,Active
187924355,4,23,588,592,4,1115,0,550,0,550,1,1,0,0,592,628,0,550,550,0,0,277,Active
187924434,4,23,586,580,-6,139255,0,550,0,550,1,1,1,0,583,580,0,550,550,0,0,288,Active
187924580,4,23,643,684,41,684,1,550,1,2,1,1,0,1,687,684,0,550,550,0,0,2,Sold
187924884,4,23,666,689,23,11724,0,550,0,1,1,1,1,1,1130,689,1,1,1,0,0,496,Sold
187925707,4,23,646,713,67,11249,4,5,2,8,1,1,1,1,738,713,2,5,8,0,0,13,Sold
187925889,4,23,580,623,43,808,1,0,1,1,1,1,0,0,623,770,1,1,1,0,0,46,Sold
187927050,4,23,605,684,79,2677,6,550,2,6,1,1,1,1,742,684,1,6,6,0,0,49,Sold
187927574,4,23,559,566,7,12709,0,550,0,10,1,1,0,1,566,568,1,9,9,0,0,56,Sold
187927872,4,23,548,27,-521,792039,0,550,0,550,1,0,0,1,27,792039,0,550,550,0,0,366,Active
187928985,4,23,492,498,6,498,-187,550,1,550,0,1,0,0,791983,498,0,550,550,0,0,400,Active
187929089,4,23,601,620,19,2392,0,550,1,0,1,1,1,1,2508,620,0,550,550,0,0,5,Sold
187929489,4,23,578,580,2,3637,0,550,0,1,1,1,1,1,581,580,0,550,550,0,0,8,Sold
187929628,4,23,570,579,9,579,0,550,0,0,1,1,0,1,686,579,0,550,550,0,0,36,Sold
187931512,4,23,240,169,-71,791761,0,550,0,550,1,1,0,1,169,6464,0,550,550,0,0,392,Active
187931753,4,23,211,594,383,3225,0,550,0,5,1,1,1,1,701,594,1,4,4,0,0,371,Sold
187932275,4,23,121,126,5,811,-3,-3,1,1,1,1,0,1,128,126,0,550,550,0,0,4,Sold
187932894,4,23,99,289,190,2011,0,550,0,2,1,1,1,1,289,68071,1,2,2,0,0,475,Sold
187933189,4,23,56,1,-55,791607,0,550,0,550,1,1,0,1,1,119,0,550,550,0,0,329,Active
187933280,4,23,81,85,4,82619,57,550,1,60,1,1,1,0,85,127,0,550,550,0,0,57,Sold
187933417,4,23,73,81,8,17475,14,550,1,14,1,1,1,1,81,112,0,550,550,0,0,380,Sold
187934128,4,23,0,0,0,6291,0,550,0,550,1,1,0,1,9,0,0,550,550,0,0,534,Active
187936264,4,23,19,1573,1554,1573,0,550,0,3,1,1,0,0,1581,1573,1,3,3,0,1,1,Sold
187937028,4,23,70,76,6,791501,0,550,0,5,1,1,0,1,76,32038,0,550,550,0,0,158,Sold
187937508,4,23,0,17,17,16073,0,550,2,0,1,1,1,1,78,17,1,0,0,0,0,366,Sold
187939408,4,23,0,18,18,791473,0,550,0,550,1,1,0,1,18,245,0,550,550,0,0,457,Active
187939651,4,23,0,1,1,791470,0,550,0,550,1,1,0,0,1,57,0,550,550,0,0,382,Active
187939910,4,23,0,20,20,791467,0,550,0,550,1,1,0,1,20,90,0,550,550,0,0,457,Active
187940415,4,23,0,55,55,791462,0,550,0,550,1,1,0,1,55,125,0,550,550,0,0,457,Active
187940936,4,23,0,7,7,791456,0,550,0,550,1,1,0,1,16,7,0,550,550,0,0,420,Active
187942517,4,23,0,10,10,8902,0,550,0,61,1,1,0,1,13,10,1,60,60,0,0,123,Sold
187944353,4,23,0,0,0,503981,0,550,0,550,1,1,1,1,13,0,0,550,550,0,0,543,Active
187972327,4,23,0,110,110,111,0,550,0,0,1,1,0,0,110,110,1,0,0,0,0,0,Sold
188042876,4,23,0,13,13,14,13,550,3,14,1,1,0,1,20,13,2,13,25,0,0,395,Sold
188067436,4,23,0,64,64,158322,0,550,0,107,1,1,0,0,35831,64,1,106,106,0,0,482,Sold
188077310,4,23,0,5,5,313,0,550,0,1,1,1,0,1,6,5,0,550,550,0,0,2,Sold
188082627,4,23,0,1,1,47911,0,550,0,550,1,1,0,1,7,1,0,550,550,0,0,546,Active
188083254,4,23,0,791335,791335,791335,0,550,0,550,0,0,0,0,791335,791335,0,550,550,0,0,0,Active
188083263,4,23,0,95,95,96,-154,550,1,7,0,1,0,1,791335,95,0,550,550,0,0,511,Sold
188084166,4,23,0,3,3,103152,0,550,0,550,1,1,1,1,5,3,0,550,550,0,0,378,Active
188084634,4,23,0,11,11,2652,0,550,0,550,1,1,1,0,27,11,0,550,550,0,0,541,Active
188085298,4,23,0,15974,15974,791318,0,550,0,550,1,0,0,0,15974,791318,0,550,550,0,11,313,Active
188092738,4,23,0,33,33,0,0,0,1,0,0,0,0,1,791291,791291,1,0,0,0,0,0,Sold
188094251,4,23,0,791289,791289,791289,0,550,0,550,0,0,0,0,791289,791289,0,550,550,0,0,0,Active
188098822,4,23,0,88,88,30388,0,550,1,20,1,1,1,1,113,88,2,0,20,0,0,64,Sold
188102404,4,23,0,791266,791266,791266,0,550,0,550,0,0,0,0,791266,791266,0,550,550,0,0,0,Active
188102758,4,23,0,791263,791263,791263,0,550,0,550,0,0,0,0,791263,791263,0,550,550,0,0,0,Active
188104341,4,23,0,12,12,2973,0,550,0,1,1,1,1,1,13,12,0,550,550,0,0,91,Sold
188107625,4,23,0,86,86,28681,0,550,0,550,1,1,0,1,86,86,0,550,550,0,0,443,Active
188109281,4,23,0,1,1,1183,2,550,1,2,1,1,1,1,1,28,1,2,2,0,0,190,Sold
188109288,4,23,0,0,0,0,2,550,1,2,1,1,0,1,1426,0,1,2,2,0,0,368,Sold
188109681,4,23,0,2,2,791208,0,550,0,550,1,0,0,1,2,791208,0,550,550,0,0,366,Active
188110112,4,23,0,0,0,0,6,550,1,550,1,1,0,0,1234,0,0,550,550,0,0,431,Active
188111120,4,23,0,791199,791199,791199,0,550,0,550,0,0,0,0,791199,791199,0,550,550,0,0,0,Active
188111340,4,23,0,57,57,57,0,550,1,1,0,1,0,1,791199,57,1,0,0,0,0,148,Sold
188111362,4,23,0,16,16,16,0,550,1,550,1,1,0,1,18,16,1,0,0,0,0,399,Active
188114229,4,23,0,13,13,17,1,550,1,1,1,1,0,1,13,17,1,1,1,0,0,0,Sold
188114597,4,23,0,7,7,766746,0,550,0,550,1,0,1,1,7,791183,0,550,550,0,0,533,Active
188115790,4,23,0,1,1,9,0,550,0,51,1,1,0,1,1245,1,1,51,51,0,0,417,Sold
188119279,4,23,0,15,15,0,0,550,0,0,0,1,0,1,791172,1639,1,0,0,0,0,368,Sold
188123344,4,23,0,15,15,11,0,550,0,550,1,1,0,1,15,15,0,550,550,0,0,516,Active
188124063,4,23,0,17,17,791159,0,550,0,550,1,0,0,1,17,791159,0,550,550,0,0,366,Active
188125792,4,23,0,33,33,33,170,550,1,0,1,1,0,1,1161,33,0,550,550,0,0,183,Sold
188126684,4,23,0,1,1,64,2,550,1,550,1,1,0,0,28932,1,0,550,550,0,0,389,Active
188128575,4,23,0,791144,791144,19003,0,550,0,4,0,0,0,1,791144,791144,0,550,550,0,16,200,Sold
188129468,4,23,0,791143,791143,791143,0,550,0,550,0,0,0,0,791143,791143,0,550,550,0,0,0,Active
188133454,4,23,0,9,9,2545,4,550,1,550,1,1,0,1,1086,9,0,550,550,0,0,491,Active
188134734,4,23,0,21,21,399166,0,550,0,1,1,1,1,1,155611,21,0,550,550,0,0,278,Sold
188173410,4,23,0,17,17,63299,0,550,0,19,1,1,1,0,17,18,1,14,14,0,0,385,Sold
188183095,4,23,0,12,12,674100,9,550,4,29,1,1,1,1,1211,12,2,16,27,0,0,468,Sold
188187468,4,23,0,8,8,0,2,550,1,550,1,1,0,0,1094,8,0,550,550,0,0,440,Active
188188506,4,23,0,22,22,28,2,550,1,2,1,1,0,1,22,23,1,2,2,0,0,404,Sold
188203384,4,23,0,12,12,1636,1,550,2,2,1,1,0,1,12,23,1,2,2,0,0,54,Sold
188211499,4,23,0,14,14,15,1,1,1,1,1,1,0,1,22,14,1,1,1,0,0,197,Sold
188220419,4,23,0,7,7,7,0,550,0,550,0,1,0,1,791045,7,1,478,478,0,0,538,Active
188250274,4,23,0,19,19,0,0,550,0,550,0,1,0,0,791023,19,0,550,550,0,0,547,Active
188266931,4,23,0,1,1,3,2,550,1,2,1,1,0,1,8,1,0,550,550,0,0,7,Sold
188269424,4,23,0,91,91,400322,2,550,1,2,1,1,1,1,91,1095,0,550,550,0,0,386,Sold
188271278,4,23,0,60,60,242086,2,2,2,7,1,1,1,1,60,9992,0,550,550,0,0,374,Sold
188272226,4,23,0,24,24,5609,1,550,1,1,1,1,1,1,24,24,0,550,550,0,0,470,Sold
188276506,4,23,0,24,24,61,0,550,0,0,1,1,1,1,25,24,1,1,1,0,0,253,Sold
188276834,4,23,0,2,2,35615,2,550,1,5,1,1,1,0,185,2,2,3,6,0,0,35,Sold
188277016,4,23,0,5,5,-1394,0,550,0,1,1,1,0,0,19,5,1,1,1,0,0,0,Sold
188278961,4,23,748,746,-2,790889,0,550,0,550,1,1,0,1,757,746,0,550,550,0,0,543,Active
188279133,4,23,0,82,82,5487,4,550,1,5,1,1,1,1,82,86,1,5,5,1,0,38,Sold
188280168,4,23,732,2,-730,133440,-1111,-1105,4,2,1,1,1,1,2,853,1,2,2,0,0,368,Sold
188280286,4,23,0,38304,38304,0,0,550,0,1,0,1,0,0,790872,38304,0,550,550,0,27,27,Sold
188280843,4,23,0,72,72,16,2,1,1,2,1,1,1,1,72,1218,0,550,550,0,1,1,Sold
188280850,4,23,0,2,2,25417,9,550,2,16,1,1,1,1,2,19,1,16,16,0,0,456,Sold
188282046,4,24,0,31,31,33,1,1,3,3,1,1,0,1,31,33,0,549,549,0,0,370,Sold
188282865,4,24,784,750,-34,73292,0,549,0,549,1,0,1,1,750,790835,0,549,549,0,0,366,Active
188283401,4,24,0,16,16,6504,0,549,0,0,0,1,0,1,790827,16,0,549,549,0,0,370,Sold
188283884,4,24,0,4,4,790819,0,549,0,549,1,1,0,1,10,4,0,549,549,0,0,444,Active
188285037,4,24,0,3,3,15836,0,549,0,549,1,1,0,1,9,3,0,549,549,1,0,522,Active
188285253,4,24,717,825,108,38422,0,549,0,549,1,1,1,1,825,866,0,549,549,0,0,26,Active
188285466,4,24,713,790794,790081,790794,0,549,0,549,0,0,0,0,790794,790794,0,549,549,0,0,0,Active
188285639,4,24,710,694,-16,59704,41,549,1,41,1,1,1,1,694,727,0,549,549,0,0,407,Sold
188285782,4,24,678,790789,790111,790789,0,549,0,549,0,0,0,0,790789,790789,0,549,549,0,0,0,Active
188286363,4,24,667,790778,790111,790778,0,549,0,549,0,0,0,0,790778,790778,0,549,549,0,0,0,Active
188286502,4,24,754,739,-15,850,0,549,0,549,1,1,0,1,739,850,2,0,0,1,0,318,Active
188287674,4,24,702,695,-7,696,0,549,0,549,1,1,0,1,782,695,0,549,549,0,0,440,Active
188287879,4,24,727,739,12,18196,8,549,1,10,1,1,1,1,739,739,1,8,8,0,0,12,Sold
188288152,4,24,632,670,38,670,0,0,1,549,0,1,0,1,790743,670,1,0,0,0,0,327,Active
188288789,4,24,619,629,10,668,0,549,0,549,1,1,0,0,629,659,0,549,549,0,0,255,Active
188288790,4,24,649,735,86,26666,1,549,2,8,1,1,1,1,735,22418,1,8,8,0,0,44,Sold
188288978,4,24,705,709,4,19741,1,1,1,1,1,1,1,1,714,709,0,549,549,0,0,52,Sold
188289144,4,24,671,730,59,730,0,549,0,549,1,1,0,0,768,730,0,549,549,0,0,493,Active
188290206,4,24,676,728,52,6499,1,1,1,1,1,1,0,1,729,728,1,1,1,0,0,367,Sold
188290346,4,24,583,592,9,11028,0,549,2,2,1,1,1,1,592,594,2,0,2,0,0,183,Sold
188291285,4,24,590,598,8,67232,0,549,0,67,1,1,1,1,598,663,1,49,49,0,0,433,Sold
188291369,4,24,618,774,156,775,0,549,0,0,0,1,0,1,790669,774,0,549,549,0,0,3,Sold
188291957,4,24,630,65,-565,4831,1,3,1,1,1,1,1,1,65,873,1,1,1,0,0,4,Sold
188292087,4,24,566,790647,790081,790647,0,549,0,549,0,0,0,0,790647,790647,0,549,549,0,0,0,Active
188292697,4,24,608,2,-606,622,1,549,5,549,1,1,1,1,2,627,3,1,4,0,0,333,Active
188294068,4,24,527,540,13,716,0,549,0,1,1,1,1,1,540,565,1,1,1,0,0,201,Sold
188294709,4,24,524,490,-34,7307,0,549,0,8,1,1,1,1,490,4847,1,8,8,0,0,7,Sold
188297102,4,24,259,0,-259,722,19,549,1,549,1,1,0,1,0,268,0,549,549,0,0,522,Active
188297635,4,24,156,790267,790111,790267,0,549,0,549,0,0,0,0,790267,790267,0,549,549,0,0,0,Active
188298022,4,24,89,5,-84,5126,1,549,1,1,1,1,1,1,200,5,1,1,1,0,0,458,Sold
188298983,4,24,54,69,15,76,0,549,1,0,1,1,0,1,69,71,2,0,0,0,0,368,Sold
188299326,4,24,66,62,-4,790147,0,549,0,549,1,0,0,1,62,790147,0,549,549,0,0,461,Active
188299870,4,24,45,2,-43,790126,0,549,0,549,1,1,0,1,2,37,0,549,549,0,0,446,Active
188300507,4,24,0,-1,-1,701523,1,549,1,549,1,1,1,0,8,-1,0,549,549,0,0,547,Active
188301307,4,24,16,63,47,149,0,549,0,0,1,1,1,1,73,63,0,549,549,0,0,0,Sold
188301789,4,24,0,2,2,790073,0,549,0,549,1,1,0,1,40,2,0,549,549,0,0,293,Active
188302528,4,24,0,3,3,20,2,549,1,2,1,1,0,1,3,7,1,2,2,0,0,93,Sold
188314280,4,24,0,7,7,1590,1,1,1,549,1,1,0,1,15,7,1,1,1,0,0,173,Active
188317037,4,24,0,19,19,790018,0,549,0,549,1,1,0,1,19,82,0,549,549,0,0,426,Active
188318109,4,24,0,4,4,22194,-1119,549,3,16,0,1,0,0,790015,4,0,549,549,0,0,129,Sold
188319319,4,24,0,5,5,5,0,549,0,549,0,1,0,0,790006,5,0,549,549,0,0,228,Active
188321099,4,24,0,30,30,5971,3,3,1,4,1,1,1,1,32,30,2,3,3,0,0,371,Sold
188321174,4,24,0,10,10,220,0,549,0,549,1,1,1,0,12,10,0,549,549,0,0,473,Active
188323808,4,24,0,1,1,263,1,549,4,549,1,1,0,1,11,1,1,1,1,0,0,243,Active
188324301,4,24,0,789968,789968,789968,0,549,0,549,0,0,0,0,789968,789968,0,549,549,0,0,0,Active
188326415,4,24,0,200493,200493,420472,6,549,1,549,0,1,0,0,789950,200493,0,549,549,0,139,292,Active
188326610,4,24,0,2,2,165,-1175,1,2,549,1,1,0,1,6,2,1,1,1,0,0,524,Active
188328885,4,24,0,0,0,0,1,1,1,549,1,1,0,1,0,5,1,1,1,0,0,539,Active
188329625,4,24,0,5,5,50369,0,549,0,1,1,1,1,1,5,25931,0,549,549,0,0,157,Sold
188330346,4,24,0,2,2,119997,0,549,0,549,1,1,0,1,10,2,0,549,549,0,0,503,Active
188330403,4,24,0,2,2,789922,0,549,0,549,1,1,0,1,2,3,0,549,549,0,0,283,Active
188331791,4,24,0,120,120,19158,0,549,0,45,1,1,1,1,120,120,0,549,549,0,0,504,Sold
188334905,4,24,0,139,139,140,0,549,0,5,0,1,0,1,789887,139,0,549,549,0,0,79,Sold
188335296,4,24,0,789884,789884,0,0,549,0,-3,0,0,0,1,789884,789884,0,549,549,0,0,2,Sold
188335865,4,24,0,55042,55042,0,-2,549,1,-2,0,1,0,1,789879,55042,0,549,549,0,0,38,Sold
188337183,4,24,0,789869,789869,789869,0,549,0,549,0,0,0,0,789869,789869,0,549,549,0,0,0,Active
188337576,4,24,0,40,40,4641,4,549,2,549,1,1,0,1,40,40,1,5,5,1,0,203,Active
188339850,4,24,0,789846,789846,789846,0,549,0,549,0,0,0,0,789846,789846,0,549,549,0,0,0,Active
188345220,4,24,0,5,5,60854,17,549,2,17,1,1,1,1,5,17437,2,14,17,0,0,475,Sold
188345642,4,24,0,13,13,4295,1,3,1,1,1,1,0,1,13,14,1,1,1,0,0,367,Sold
188345905,4,24,0,9,9,1757,5,549,1,4,1,1,1,1,10,9,0,549,549,0,0,429,Sold
188347327,4,24,0,789787,789787,789787,0,549,0,549,0,0,0,0,789787,789787,0,549,549,0,0,0,Active
188349056,4,24,0,21,21,7032,24,549,1,31,1,1,1,1,60,21,1,31,31,0,0,472,Sold
188349951,4,24,0,11,11,8656,5,549,1,7,1,1,1,1,11,48,2,5,7,0,0,409,Sold
188350899,4,24,0,1,1,1294,4,549,1,4,1,1,1,1,14,1,1,4,4,0,0,185,Sold
188352690,4,24,0,2,2,6809,5,549,1,549,1,1,1,1,2,4,0,549,549,2,0,393,Active
188354392,4,24,0,789737,789737,789737,0,549,0,549,0,0,0,0,789737,789737,0,549,549,0,0,0,Active
188354511,4,24,0,3,3,172899,0,549,0,549,1,1,1,1,3,3,0,549,549,0,0,258,Active
